aX,aY,aZ,gX,gY,gZ
0.280,0.052,-0.331,-8.484,-260.864,-15.564
0.283,0.054,-0.219,-5.432,-265.503,-11.719
0.266,0.042,-0.125,-6.592,-271.057,-9.705
0.277,0.022,-0.001,-10.254,-273.132,-8.606
0.250,0.032,0.124,-11.230,-274.353,-6.470
0.266,0.040,0.204,-5.920,-275.391,-2.930
0.285,0.052,0.258,-0.427,-277.161,-1.343
0.239,0.071,0.350,4.761,-279.358,-1.831
0.356,0.113,0.486,8.728,-282.166,-0.549
0.191,-0.071,0.502,8.972,-288.086,0.244
0.379,0.105,0.954,7.507,-296.265,-25.452
0.216,-0.060,0.862,20.752,-312.744,-8.545
0.367,0.048,1.093,23.437,-267.029,-9.399
0.380,0.081,1.053,26.917,-255.554,-4.456
0.244,0.059,1.013,29.541,-242.187,-11.414
0.160,0.057,1.019,21.729,-229.980,-14.343
0.101,0.013,1.000,10.681,-229.675,-11.169
0.079,0.019,1.012,0.671,-234.070,-7.446
0.084,-0.009,1.018,-4.700,-243.347,-3.174
0.083,-0.032,1.128,-3.967,-250.854,-2.930
0.079,-0.169,1.270,0.061,-257.996,3.601
0.123,-0.189,1.480,2.258,-249.817,12.878
0.183,-0.176,1.650,4.578,-230.530,19.470
0.222,-0.110,1.709,11.841,-208.374,23.865
0.229,-0.026,1.649,23.071,-186.584,23.804
0.187,0.071,1.518,31.006,-164.856,18.311
0.133,0.175,1.417,28.748,-144.775,11.902
0.171,0.164,1.270,14.893,-133.240,10.925
0.153,0.197,1.237,-9.399,-121.826,5.249
0.108,0.148,1.193,-30.945,-118.286,3.906
0.134,0.142,1.191,-46.631,-113.647,5.066
0.109,0.092,1.184,-51.331,-113.281,4.578
0.040,0.011,1.234,-51.514,-112.732,7.507
0.019,-0.007,1.338,-53.101,-107.239,15.198
0.053,0.037,1.449,-54.993,-96.924,24.780
0.068,0.085,1.505,-50.842,-85.693,31.738
0.065,0.148,1.501,-41.443,-73.120,32.959
0.102,0.215,1.458,-33.569,-59.753,29.541
0.106,0.251,1.390,-29.480,-48.218,22.705
0.074,0.258,1.273,-29.175,-36.743,17.456
0.050,0.213,1.153,-36.316,-27.954,15.991

0.910,0.519,0.825,-192.932,109.253,28.748
-0.282,0.393,0.897,-31.555,56.519,-32.654
-0.032,0.699,0.764,-41.565,33.325,-34.485
0.072,0.476,0.865,-34.363,37.537,-14.832
0.083,0.281,0.947,-7.629,15.503,-4.456
0.158,0.357,0.924,-6.653,4.395,-8.057
0.168,0.341,0.970,-5.249,-3.174,-9.949
0.233,0.335,1.004,0.061,-6.958,-4.089
0.237,0.286,1.084,7.080,-9.644,6.714
0.232,0.377,1.299,17.456,-9.644,11.292
0.309,0.289,1.483,49.194,-2.686,7.080
0.298,0.285,1.628,63.354,5.920,5.005
0.321,0.315,1.659,49.316,15.625,2.380
0.364,0.640,1.693,33.997,33.936,-13.367
0.382,0.611,1.678,40.527,50.964,-15.991
0.277,0.564,1.636,50.232,62.622,-18.799
0.238,0.481,1.657,51.453,77.515,-27.893
0.199,0.432,1.637,46.265,85.754,-32.471
0.159,0.396,1.643,41.687,93.384,-33.081
0.158,0.319,1.641,39.551,100.220,-31.738
0.171,0.307,1.651,30.945,106.079,-28.625
0.188,0.317,1.711,19.226,114.807,-24.719
0.224,0.305,1.777,13.611,127.136,-23.743
0.264,0.298,1.812,10.132,143.677,-23.865
0.279,0.309,1.827,8.850,164.124,-27.649
0.227,0.365,1.819,9.338,185.730,-34.485
0.151,0.393,1.736,13.916,206.970,-41.199
0.106,0.329,1.566,23.376,226.624,-47.241
-0.011,0.301,1.436,26.733,241.760,-48.462
0.008,0.185,1.286,21.667,250.916,-41.504
-0.035,0.161,1.198,11.108,255.188,-36.133
0.034,0.208,1.165,2.258,257.019,-28.992
0.084,0.145,1.115,5.920,252.014,-19.165
0.128,0.098,1.094,16.968,248.474,-16.846
0.181,0.083,1.095,20.447,249.939,-25.635
0.220,0.138,1.042,19.470,256.836,-33.752
0.183,0.137,0.969,23.804,267.822,-36.743
0.167,0.125,0.847,28.442,278.625,-40.222
0.074,0.195,0.745,25.696,289.124,-43.762
0.003,0.133,0.585,22.888,291.138,-43.640
0.028,0.081,0.473,14.526,288.879,-38.879
0.076,0.029,0.374,0.671,280.029,-31.067
0.141,0.029,0.302,-12.573,268.127,-23.315
0.221,0.015,0.251,-21.179,256.226,-17.700
0.268,0.011,0.227,-21.545,246.948,-12.695
0.269,-0.058,0.225,-15.259,238.586,-7.568
0.296,-0.081,0.217,-14.709,231.995,-7.385
0.319,-0.043,0.194,-16.846,229.126,-5.188
0.326,-0.065,0.139,-15.564,225.586,-3.601
0.353,-0.098,0.088,-17.151,222.107,-5.798
0.382,-0.081,0.054,-25.391,217.529,-8.484
0.372,-0.079,-0.006,-33.203,209.839,-10.437
0.431,-0.179,-0.130,-36.621,197.510,-9.888
0.465,-0.196,-0.242,-42.114,187.317,-9.521
0.480,-0.190,-0.355,-41.321,178.101,-9.277
0.469,-0.205,-0.471,-24.536,166.809,-10.010
0.467,-0.184,-0.636,0.000,155.762,-11.780
0.457,-0.149,-0.793,23.132,145.935,-13.000
0.450,-0.119,-0.954,40.222,134.888,-13.794
0.458,-0.057,-1.105,47.424,120.972,-12.390
0.474,0.004,-1.243,47.424,107.605,-9.705
0.478,0.036,-1.362,42.542,93.811,-5.249
0.491,0.076,-1.450,32.837,78.735,0.305
0.521,0.118,-1.516,19.531,62.073,7.080
0.537,0.151,-1.540,7.996,43.701,12.878
0.546,0.184,-1.536,0.977,23.193,15.747
0.545,0.205,-1.501,-0.305,0.183,15.442
0.561,0.207,-1.438,1.221,-25.146,13.428
0.578,0.206,-1.343,2.808,-51.758,10.315
0.578,0.213,-1.241,5.432,-76.904,7.263
0.576,0.207,-1.130,8.484,-100.342,5.432
0.601,0.199,-1.013,9.216,-120.605,3.418
0.586,0.192,-0.894,9.399,-138.000,1.099
0.580,0.165,-0.792,9.399,-152.283,-0.061
0.601,0.133,-0.694,7.874,-161.926,-0.427
0.560,0.106,-0.591,5.188,-169.983,-0.488
0.566,0.097,-0.498,0.000,-173.279,0.610
0.577,0.104,-0.417,-7.446,-175.354,1.709
0.525,0.076,-0.358,-12.146,-182.861,1.709
0.518,0.042,-0.310,-19.714,-184.753,5.432
0.515,0.053,-0.240,-28.809,-186.401,9.033
0.498,0.006,-0.182,-28.442,-190.613,11.597
0.422,0.085,-0.099,-29.358,-194.519,9.949
0.388,0.097,-0.002,-30.334,-203.674,9.277
0.374,0.068,0.067,-23.437,-213.684,10.315
0.344,0.046,0.150,-19.775,-219.604,10.925
0.360,0.060,0.238,-15.625,-221.313,12.573
0.440,0.001,0.357,-8.667,-215.515,17.578
0.384,0.017,0.630,2.563,-215.515,19.958
0.465,0.102,0.479,10.559,-215.088,23.376
0.637,0.070,0.818,18.555,-190.430,17.700
0.444,0.145,0.921,45.532,-261.353,-13.916
0.112,-0.039,0.432,61.523,-305.298,2.502
0.312,0.054,0.872,56.396,-228.760,-1.099
0.329,-0.022,0.887,57.373,-219.971,1.831
0.285,-0.063,0.875,62.927,-247.253,1.465
0.312,-0.068,0.990,65.796,-241.638,-1.465
0.305,-0.093,1.058,60.669,-233.948,0.061
0.272,-0.116,1.115,49.744,-226.379,0.977
0.243,-0.140,1.188,39.185,-217.346,3.113
0.286,-0.143,1.255,32.043,-207.214,8.667
0.237,-0.112,1.261,26.611,-200.317,15.259
0.252,-0.081,1.316,23.926,-193.359,18.738
0.255,-0.051,1.349,26.001,-191.345,16.907
0.228,-0.003,1.407,29.297,-186.462,12.146
0.208,-0.021,1.471,30.396,-176.086,6.714
0.310,-0.087,1.458,31.372,-164.551,5.493
0.427,-0.010,1.499,26.123,-148.499,10.315
0.415,-0.018,1.414,33.875,-140.137,9.460
0.376,-0.017,1.418,44.800,-118.286,5.066
0.286,-0.052,1.383,42.175,-100.342,4.822
0.353,-0.090,1.352,28.931,-85.876,7.629
0.233,0.013,1.355,7.446,-77.820,7.507
0.270,0.027,1.312,-13.733,-65.674,0.732
0.309,0.035,1.339,-26.978,-49.133,-7.935
0.327,0.046,1.330,-28.809,-38.696,-10.864
0.342,0.070,1.275,-26.917,-23.071,-8.240
0.387,0.092,1.192,-28.259,-15.076,3.784
0.378,0.075,1.096,-29.602,-18.066,13.916

0.704,0.069,1.752,-231.140,-133.728,-18.860
0.133,0.139,1.072,-111.694,-183.044,-69.092
-0.175,0.644,1.122,-67.749,-147.949,-61.279
0.239,-0.154,0.981,95.947,-15.320,-27.893
0.086,0.013,0.898,106.934,1.099,-30.212
-0.001,0.089,0.929,99.365,-15.686,-28.809
0.059,0.083,0.917,105.591,-23.010,-24.353
0.067,0.130,0.834,114.136,-33.630,-24.719
0.092,0.063,0.801,135.376,-51.514,-32.410
0.312,-0.159,1.050,156.799,-78.857,-38.147
0.101,-0.041,1.203,93.628,-118.591,-29.602
0.073,-0.041,1.270,18.250,-106.140,-20.081
0.203,-0.052,1.047,4.700,-47.058,-16.479
0.117,-0.042,0.971,2.930,-15.503,-4.517
0.070,-0.032,0.973,2.014,-10.315,-2.014
0.062,-0.019,0.974,0.732,-9.460,-0.610
0.061,-0.018,0.971,0.732,-8.484,0.488
0.061,-0.012,0.972,1.160,-7.812,1.038
0.065,-0.012,0.964,1.831,-7.385,0.854
0.061,-0.022,0.966,1.831,-7.751,0.244
0.058,-0.020,0.964,1.648,-8.545,0.183
0.057,-0.018,0.966,1.221,-8.789,0.671
0.051,-0.009,0.973,1.038,-8.972,1.160
0.043,-0.009,0.979,1.465,-8.362,0.549
0.048,-0.016,0.969,1.648,-6.409,-0.671
0.043,-0.026,0.972,1.526,-5.615,-0.977
0.073,-0.024,0.953,1.221,-5.249,-0.183
0.044,-0.013,0.979,1.160,-5.920,0.549
0.045,-0.016,0.971,1.343,-5.554,0.916
0.049,-0.015,0.965,1.404,-5.249,1.099
0.042,-0.014,0.975,1.343,-5.554,0.977
0.084,-0.044,0.975,0.916,-4.883,0.488
0.088,-0.083,0.964,0.977,-3.784,-0.854
0.030,-0.031,0.964,1.404,-3.357,-6.042
0.022,-0.009,0.964,1.343,-4.395,-8.789
0.017,0.011,0.969,0.061,-5.249,-8.850
0.049,-0.009,0.962,0.000,-5.859,-4.578
0.056,-0.009,0.962,0.183,-7.019,-0.549
0.002,0.035,0.971,0.000,-8.301,0.427
0.017,-0.012,0.977,3.784,-7.080,2.686
0.044,-0.022,0.953,5.127,-6.287,3.601
0.029,-0.018,0.971,4.028,-8.057,3.906
0.032,-0.013,0.956,4.150,-9.155,4.272
0.001,0.003,0.974,3.845,-10.864,5.066
0.022,-0.003,0.964,3.296,-11.475,9.094
0.049,-0.047,0.968,3.113,-12.634,11.047
0.027,-0.022,0.969,2.747,-13.062,6.653
0.011,-0.015,0.980,2.808,-13.428,3.723
-0.019,0.021,1.013,2.197,-11.475,2.075
0.032,-0.051,0.947,1.526,-6.409,-1.465
0.022,-0.020,0.956,1.831,-8.484,1.404
0.015,-0.020,0.966,2.380,-12.207,2.686
0.015,-0.025,0.962,2.014,-13.855,3.479
-0.009,-0.017,0.990,1.099,-15.381,4.150
-0.000,-0.023,0.978,-1.160,-12.878,3.357
-0.019,0.002,0.999,-3.723,-10.559,2.563
0.041,-0.048,0.973,-0.366,-5.859,1.648
0.045,-0.047,0.976,1.953,-3.662,-2.014
0.027,-0.027,0.988,3.052,-2.136,-6.104
0.027,0.004,0.983,4.150,0.977,-7.202
0.012,0.011,0.985,5.493,4.150,-10.376
-0.112,-0.027,1.021,-0.427,5.676,-17.639
-0.129,0.066,1.130,-1.770,11.719,-20.935
-0.120,0.028,1.091,5.310,44.800,-27.649
-0.052,0.015,1.001,-8.789,70.435,-30.457
0.050,0.027,0.900,-12.085,77.759,-28.381
0.136,-0.024,0.842,-3.723,66.162,-22.339
0.172,-0.053,0.806,0.671,41.443,-15.564
0.182,-0.018,0.776,-3.601,7.996,-11.230
0.174,0.005,0.781,-0.366,-28.320,-6.531
0.134,-0.029,0.849,9.460,-65.063,-1.892
0.064,-0.021,0.927,10.681,-96.802,-0.427
-0.255,-0.082,1.621,4.517,-108.582,0.183
-0.071,-0.046,1.005,-8.362,-35.156,-3.723
-0.064,-0.014,0.978,1.892,-0.488,-13.062
-0.045,0.017,0.974,0.854,-1.587,-10.254
-0.017,-0.019,0.971,2.808,-0.732,-6.897
-0.016,-0.007,0.972,2.747,-0.549,-9.216
-0.019,0.003,0.965,2.014,-0.183,-7.385
-0.008,-0.005,0.972,1.343,1.404,-3.845
-0.013,-0.006,0.970,1.221,1.038,-2.502
-0.006,-0.007,0.973,1.038,1.404,-1.099
-0.002,-0.010,0.973,1.099,1.465,-0.549
0.004,-0.019,0.970,1.770,1.587,-1.038
0.003,-0.013,0.967,1.587,1.160,-1.892
0.000,-0.014,0.966,1.282,0.061,-1.831
-0.012,-0.004,0.974,1.160,-0.977,-0.854
-0.014,-0.007,0.972,2.319,-0.488,0.366
-0.015,-0.007,0.971,2.258,-0.061,0.854
-0.009,-0.012,0.971,1.709,0.183,0.854
-0.006,-0.014,0.970,1.465,0.305,0.916
-0.005,-0.014,0.971,1.343,0.610,1.099
-0.005,-0.014,0.971,1.160,0.977,0.977
-0.005,-0.011,0.974,1.343,0.977,0.977
-0.000,-0.016,0.973,1.770,1.404,0.793

